id,log_price,Prices,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
16437091,5.521460918,250,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,NYC,t,t,null,8/19/11,f,40.73209808,-74.00460664,Bright and Comfortable 1br in West Village,West Village,1,100,10012,1,1
1901801,4.382026635,80,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,DC,t,t,100%,10/15/15,t,38.92836062,-76.98271016,Brookland Sanctuary ~ Parking!,null,0,null,20017,0,3
19523121,4.828313737,125,Apartment,Entire home/apt,3,1,Real Bed,moderate,TRUE,NYC,t,t,100%,10/22/13,f,40.79143431,-73.94701073,Sunny apartment on lexington,East Harlem,0,null,10029,1,2
20149677,4.700480366,110,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,3/7/17,f,40.76234424,-73.98835025,Huge Private Bedroom Steps from Time Square 2,Hell's Kitchen,14,83,10036,1,1
10677991,5.010635294,150,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,f,null,8/27/17,t,40.68797186,-73.95919694,Masterbed w/private bath nr G train in BedStuy,Clinton Hill,0,null,11238,1,1
5784179,4.094344562,60,Apartment,Private room,4,1,Real Bed,strict,TRUE,NYC,t,f,100%,8/26/16,t,40.84628164,-73.94305756,Large room in 2 BR APT,Washington Heights,15,83,10032,1,1
14733778,4.941642423,140,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,Chicago,t,t,100%,4/16/15,t,41.91603544,-87.67066638,Bucktown/Wicker Park 1B with Den right by the 606!,Bucktown,7,94,60622,1,1
9369328,4.317488114,75,Apartment,Private room,3,1,Real Bed,moderate,TRUE,NYC,t,t,100%,8/17/15,t,40.81124821,-73.9421727,Private Urban Harlem Apartment in Manhattan,Harlem,24,93,10037,1,2
9473646,4.828313737,125,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,8/14/14,t,40.68910365,-73.98798377,Spacious Full Floor Apartment,Boerum Hill,92,91,11201,1,1
128975,3.663561646,39,House,Private room,1,2,Real Bed,flexible,TRUE,SF,t,t,100%,11/19/12,f,37.73640249,-122.4240215,Nice Quiet Furnished Room Upstairs,Bernal Heights,11,87,94112,1,1
7368887,4.905274778,135,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,100%,8/17/10,f,34.10864086,-118.3240116,Amazing Hollywood Apt with Balcony & Exposed Brick,Hollywood Hills,32,91,90068,1,1
17961889,3.970291914,53,Apartment,Private room,2,1,Real Bed,moderate,TRUE,Chicago,t,f,91%,6/12/15,f,41.93332255,-87.70999197,Logan Square Blue Line Private King Size Bedroom,Avondale,7,100,60647,1,1
1699874,4.077537444,59,Villa,Private room,4,1,Real Bed,strict,TRUE,LA,t,t,100%,5/16/16,t,34.03379652,-117.8342547,"3 特价 高档住宅，两张双人床,干净明亮,绿化非常好，果树，鸟语和花香",null,24,85,91789,1,2
7075415,3.828641396,46,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,100%,5/1/11,f,40.81923233,-73.95425858,Sunny furnished room near Columbia,Harlem,2,90,10031,1,1
8483614,4.521788577,92,Apartment,Entire home/apt,1,1,Real Bed,flexible,FALSE,NYC,t,t,null,10/26/12,f,40.72018225,-73.98839038,Large 1 BR apartment in the LES!,Lower East Side,0,null,10002,1,1
13207153,5.828945618,340,Apartment,Entire home/apt,5,2,Real Bed,moderate,TRUE,NYC,t,t,100%,10/12/15,t,40.72931829,-73.98670656,"Big, stylish, 3 BR for 5 ppl - East village - NOHO",East Village,3,100,10003,2,4
19531580,4.644390899,104,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,100%,6/2/14,t,34.0858707,-118.2775033,Adorable Silver Lake Studio,Silver Lake,38,92,90026,0,1
1099673,5.521460918,250,House,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,null,1/20/14,f,34.12780154,-118.3436161,Charming Hollywood Hills Home,Hollywood Hills,2,100,90068,2,2
21021897,4.382026635,80,Apartment,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,t,86%,7/28/14,f,40.84540921,-73.94174227,Cozy Manhattan Bedroom - Great Location!,Washington Heights,0,null,10032,1,1
727969,4.248495242,70,Apartment,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,25%,6/15/13,f,34.02380213,-118.4963875,"Private Room, Shared Apt Near Beach",Santa Monica,9,96,90403,1,1
9955765,4.317488114,75,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,6/15/12,f,40.81716574,-73.94438212,Bright Manhattan room near Central Park,Harlem,111,95,10026,1,1
7368190,4.553876892,95,Apartment,Entire home/apt,3,1,Real Bed,flexible,FALSE,Chicago,t,t,100%,12/31/15,f,41.91734146,-87.63559914,Mid Century Old Town Chicago Home,null,0,null,60614,1,1
11363559,3.80666249,45,Apartment,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,null,12/1/13,f,34.02501525,-118.4022621,Remodeled room in Palms/CulverCity,Palms,5,100,90034,1,1
14821064,4.077537444,59,House,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,12/31/15,f,40.66280354,-73.93396975,The Mahogany Suite- The Solo Adventurer 1,East Flatbush,7,100,11203,1,1
17086146,4.317488114,75,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,1/19/12,t,40.69512039,-73.94978213,Sunny Room in Bed Stuy Brooklyn,Bedford-Stuyvesant,24,94,11206,1,1
847690,5.411646052,224,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,Chicago,t,t,99%,8/31/13,t,41.91731378,-87.65219738,A Perfect Place to Stay in Lincoln Park,Lincoln Park,0,null,60614,3,3
11903561,3.891820298,49,Apartment,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,f,null,6/17/17,f,40.81374515,-73.95267955,"1 bedroom w/ Queen bed, in Manhattan",Harlem,0,null,10027,1,1
15344384,4.532599493,93,House,Private room,2,1,Real Bed,flexible,TRUE,LA,t,t,100%,11/11/13,t,34.0991405,-118.2740333,Room in secluded Silver Lake hideaway!,null,26,95,90027,1,1
10729994,5.187385806,179,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,3/30/16,f,40.74903701,-73.99453868,NICE Views GREAT Location GOOD host,Chelsea,38,96,10001,0,1
11460606,4.605170186,100,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,100%,7/20/15,f,34.06454916,-118.3515132,Cozy Little Studio,Mid-Wilshire,1,100,90036,0,1
17827973,4.317488114,75,Apartment,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,t,100%,10/12/12,t,41.94265215,-87.64253136,Scandinavian Design Home,null,19,98,60657,1,1
8650772,4.094344562,60,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,f,100%,9/6/13,t,40.68918984,-73.93350251,Cozy and Sunny Room Queen Size Bed in Bedstuy,Bedford-Stuyvesant,0,null,11221,1,1
5909022,5.010635294,150,Apartment,Private room,2,1,Real Bed,strict,TRUE,SF,t,t,100%,2/2/15,f,37.75814457,-122.4101787,Huge Private Bedroom & Bathroom in Mission,Mission District,4,100,94110,1,2
10137499,5.010635294,150,Apartment,Entire home/apt,3,1,Real Bed,flexible,FALSE,NYC,t,f,null,12/27/16,t,40.74273924,-73.97442275,Spacious Bright Manhattan Studio Apartment,Kips Bay,2,100,10016,0,1
14546442,5.164785974,175,Apartment,Entire home/apt,3,1,Pull-out Sofa,flexible,TRUE,NYC,t,f,null,11/23/13,f,40.67122019,-73.98617805,1 BR  in a luxury apt bldg,Park Slope,0,null,11215,0,1
15705370,4.605170186,100,Other,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,100%,3/15/12,f,33.99699839,-118.4556452,"Zen-like, detached, guest rm + bath",Venice,27,100,90291,1,1
7132466,4.997212274,148,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,NYC,t,t,100%,11/18/12,t,40.68583049,-73.98266856,Large 2 bdrm loft with outdoor space + trains,Boerum Hill,11,100,11217,2,3
9825505,4.605170186,100,Apartment,Entire home/apt,2,1,Real Bed,moderate,FALSE,NYC,t,t,100%,12/31/14,t,40.64550677,-73.99809969,Cozy modern stay,Sunset Park,13,98,11232,0,1
19135926,5.135798437,170,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,t,null,9/17/11,f,40.77247319,-73.95811569,1 Bedrm 10 min walk from CentralPrk,Upper East Side,2,90,10075,1,2
13139229,5.59471138,269,Apartment,Entire home/apt,10,2,Real Bed,strict,TRUE,DC,t,t,100%,4/11/17,t,38.89924638,-77.01536747,Luxury Apt in Center of Downtown DC,Judiciary Square,2,100,20001,2,9
18693060,4.934473933,139,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,LA,t,f,100%,1/20/17,t,34.1004672,-118.3426938,BRAND NEW Loft - Hollywood Walk of Fame - 2 QUEENS,Hollywood,23,98,90028,0,3
18256022,4.905274778,135,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,LA,t,t,null,9/9/15,f,34.17213983,-118.3751568,COZY 1 Bedroom 1 Bath Apartment In North Hollywood,North Hollywood,1,100,91601,1,1
10839459,4.787491743,120,Apartment,Private room,2,1,Real Bed,moderate,FALSE,LA,t,f,null,5/6/14,f,34.06194871,-118.2460276,Cozy 1 Bedroom,null,0,null,90012,1,1
201992,5.003946306,149,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,LA,t,t,100%,8/18/14,f,34.0857207,-118.2738893,Modern 1 Bedroom Suite Sleeps Five - S5,null,0,null,90026,1,4
4025466,4.317488114,75,Apartment,Private room,1,1,Real Bed,flexible,TRUE,LA,t,t,null,2/16/15,f,34.09177548,-118.3642203,West Hollywood bedroom,West Hollywood,0,null,90046,1,1
408268,4.859812404,129,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,Boston,t,t,100%,3/30/15,f,42.34349334,-71.1005617,Luxury 1BR in Boston Fenway,Fenway/Kenmore,0,null,2215,1,1
18447619,5.416100402,225,Apartment,Entire home/apt,4,2,Real Bed,strict,TRUE,LA,t,t,100%,10/8/16,f,34.06216962,-118.4443651,Glendon Apartment #3138,Westwood,1,100,90024,2,2
17731769,3.80666249,45,Townhouse,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,t,17%,5/21/17,f,40.67514067,-73.9349104,"One Sunny Room in Brooklyn, Near Manhattan",Crown Heights,0,null,11213,1,1
10377156,6.109247583,450,House,Entire home/apt,8,2.5,Real Bed,moderate,TRUE,NYC,t,t,null,10/27/12,t,40.67787032,-73.97225231,Modern Brooklyn brownstone in prime location,Prospect Heights,3,100,11238,5,5
20482335,5.501258211,245,Apartment,Entire home/apt,12,2,Real Bed,strict,TRUE,DC,t,t,88%,8/16/15,f,38.93286859,-77.02644714,"Classic Condo, Parking, Washer/Dry & can sleep-10",Park View,15,87,20010,3,6
20591534,4.859812404,129,Apartment,Private room,2,1,Real Bed,strict,FALSE,NYC,t,t,null,6/17/14,f,40.72996646,-73.98632619,Charming East Village apartment,East Village,11,100,10003,1,1
10098920,3.688879454,40,Apartment,Private room,1,1,Real Bed,flexible,TRUE,LA,t,t,100%,10/3/15,t,34.25793994,-118.500969,1 Private Bedroom with Queen Bed,Granada Hills North,12,90,91344,1,1
3396350,3.713572067,41,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,10/19/14,f,34.06631167,-117.7705037,"1#Welcome Home,Lavender",null,21,91,91768,1,1
15999289,4.941642423,140,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,null,7/4/14,t,40.81190933,-73.95302288,beautiful room nyc manhattan,Harlem,4,65,10027,1,1
16360727,4.744932128,115,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,t,100%,7/30/12,f,40.79072819,-73.94668781,Artsy Spot in Spanish Harlem,East Harlem,9,100,10029,1,1
5572393,6.214608098,500,Apartment,Entire home/apt,2,1.5,Real Bed,strict,TRUE,DC,t,f,100%,1/1/17,t,38.90118732,-77.05911619,"1 Bedroom Condo killer river view, discreet bldg",Georgetown,0,null,20007,1,1
1665388,4.859812404,129,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,LA,t,t,null,6/11/12,f,34.11079793,-118.2800639,Los Feliz -  1 Bedroom Apartment,Los Feliz,0,null,90027,1,1
764076,4.828313737,125,Apartment,Private room,2,1,Real Bed,moderate,TRUE,Boston,t,t,100%,3/25/13,f,42.37475773,-71.05941798,Penthouse Bedroom on Freedom Trail,Charlestown,66,95,2129,1,1
5945655,3.688879454,40,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,f,null,1/26/16,f,34.0812433,-118.3016523,Simple. Minimal. Central.,Mid-Wilshire,5,96,90004,1,1
16469278,5.023880521,152,Apartment,Entire home/apt,1,1,Real Bed,strict,TRUE,LA,t,t,80%,12/13/11,f,34.0609914,-118.3878809,STYLISH Beverly Hills Luxury Apt,Beverly Hills,3,80,90048,1,1
11059932,4.86753445,130,House,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,92%,6/19/12,f,34.05788517,-118.3842526,Fabulous Guest House - Steps to Beverly Hills,null,60,93,90035,1,1
13226721,5.370638028,215,Bungalow,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,100%,12/15/15,f,33.99417978,-118.4562872,Romantic Cottage Venice Beach California,Venice,2,100,90291,2,2
3997083,4.605170186,100,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,f,null,1/7/16,f,40.82077925,-73.95725472,Amazing Studio for one or a couple!,Harlem,0,null,10031,0,1
10115608,4.672828834,107,Townhouse,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,5/8/15,f,40.67560366,-73.92304729,Brooklyn Tranquil Artist 1BD Apt,Crown Heights,41,97,11233,1,1
14538023,3.218875825,25,House,Shared room,1,1,Real Bed,strict,TRUE,LA,t,t,99%,2/12/16,t,34.05345985,-118.2191553,Down Town area Bunk Bed 2,Boyle Heights,1,80,90033,1,1
15177154,4.094344562,60,House,Entire home/apt,3,1,Real Bed,moderate,TRUE,LA,t,t,100%,1/17/14,t,34.08116274,-118.1751897,"El Sereno retreat, plenty parking.",El Sereno,33,92,90032,1,1
14556304,4.276666119,72,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,t,null,11/23/12,f,40.75603314,-73.93312961,Very confy room in a Warm House,Astoria,1,100,11101,1,3
6716477,4.836281907,126,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,12/16/13,t,40.77545591,-73.94897017,Luxury Private room in Upper East Side,Upper East Side,38,98,10028,1,1
2254431,7.313220387,1500,House,Entire home/apt,6,2.5,Real Bed,flexible,TRUE,DC,t,t,null,2/24/16,t,38.88348929,-76.98836256,"Bright, Stylish Capitol Hill Home",Capitol Hill,0,null,20003,3,2
16689079,3.737669618,42,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,f,100%,5/23/12,t,40.70336145,-73.83005263,Kew Gardens Studio,Richmond Hill,0,null,11415,0,1
12049787,4.521788577,92,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,LA,t,t,null,11/6/12,f,34.00568823,-118.4905397,"WHOLE Apt, facing BEACH+ OCEAN!! Mid Dec - Mid Jan",Santa Monica,8,100,90405,1,1
13485102,4.234106505,69,House,Private room,2,1,Real Bed,moderate,TRUE,Chicago,t,t,100%,3/11/17,t,41.77926077,-87.78197366,"PRIVATE BEDROOM, KITCHEN, BATH & LIVINGROOM SPACE!",Clearing,0,null,60638,1,1
13466172,5.010635294,150,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,DC,t,t,100%,2/1/14,f,38.90819766,-77.03113427,La Peetch - A modern D.C. Apartment,Logan Circle,5,96,20005,1,1
11524437,4.317488114,75,Condominium,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,f,90%,10/21/12,f,40.76962912,-73.9270145,Sunny Bedroom with Private Bathroom in Astoria:) !,Astoria,3,100,11102,1,1
16376969,4.787491743,120,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,f,null,11/6/15,f,40.6819476,-73.99789432,Bright and airy one bedroom in BK,Carroll Gardens,0,null,11231,1,1
16466720,4.787491743,120,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,f,null,5/28/16,f,40.72793318,-73.98164836,Studio apartment in East Village,Alphabet City,1,100,10009,0,1
426336,4.077537444,59,House,Private room,1,2,Real Bed,moderate,TRUE,LA,t,f,100%,11/30/15,t,34.08452148,-117.8893597,Private room and bath in large home,Covina,1,80,91723,1,2
16241140,4.934473933,139,House,Private room,4,1.5,Real Bed,flexible,FALSE,DC,t,t,null,10/5/13,f,38.94202325,-77.02327828,2 Room Private Bath Near DC Metro,Petworth,68,100,20011,1,2
20555130,5.117993812,167,House,Entire home/apt,6,1,Real Bed,moderate,TRUE,LA,t,f,100%,4/22/17,t,34.21083747,-118.1636668,Meadows Getaway,null,0,null,91001,2,2
14672035,4.779123493,119,Apartment,Entire home/apt,2,null,Real Bed,moderate,TRUE,NYC,t,t,100%,11/26/11,f,40.6769152,-73.9695676,Perfect New York Studio Apartment,Prospect Heights,4,100,11238,1,1
16385586,4.787491743,120,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,Chicago,t,t,100%,10/7/14,f,41.85808595,-87.65525568,Cozy 1 BDRM in Trendy Pilsen,null,19,97,60608,1,2
980561,4.605170186,100,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,t,100%,10/25/16,t,40.81013544,-73.94285115,The Tavern,Harlem,30,95,10027,0,2
1850260,5.288267031,198,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,100%,9/10/16,f,40.7208452,-73.94108276,Calm Oasis in Vibrant Neighborhood,Williamsburg,5,92,11222,2,2
17533911,3.912023005,50,Apartment,Private room,2,1,Real Bed,strict,FALSE,Chicago,t,t,100%,7/21/12,t,41.87090806,-87.65148961,Private BedRoom in Clean&Cozy Condo by Downtown,Little Italy/UIC,139,92,60607,1,1
1421671,5.393627546,220,Loft,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,t,100%,7/7/10,f,40.71559493,-73.96384932,Unique artist’s loft-heart of Wburg,Williamsburg,20,99,11249,0,3
9923414,3.828641396,46,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,100%,7/18/15,f,40.77170732,-73.90820209,"Quiet Bdrm close to LGA.  Shower/tub, Cat.",Ditmars / Steinway,0,null,11105,1,1
8192768,5.298317367,200,Apartment,Entire home/apt,7,1.5,Real Bed,strict,TRUE,Chicago,t,t,80%,12/10/15,t,41.90125263,-87.66929799,Wicker Park Duplex in the city's best location,Ukrainian Village,15,95,60622,3,4
8048653,3.80666249,45,Other,Private room,3,1,Real Bed,moderate,TRUE,LA,t,f,100%,3/18/17,t,34.00376104,-117.8517244,"Walnut好学区,恬静社区,舒适套房,家的感觉",null,0,null,91789,1,2
17703848,4.317488114,75,House,Private room,4,1,Real Bed,moderate,TRUE,LA,t,t,73%,12/9/15,f,34.13454392,-118.360631,King & 2 Twin beds- Walk to UNIVERSAL,null,41,89,90068,1,2
13942612,5.347107531,210,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,f,91%,4/6/15,t,34.04747722,-118.2586031,Business or Leisure - 1BR/1BA in Prime Area @DTLA,Downtown,24,94,90017,1,1
3486122,2.890371758,18,Other,Shared room,4,0,Real Bed,flexible,FALSE,Chicago,t,t,100%,1/15/14,f,42.01283297,-87.70338568,Do a Mitzvah - Sleep in a Sukkah!,null,0,null,60645,1,2
9393653,5.703782475,300,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,f,83%,11/9/15,t,40.75970422,-73.99559031,Luxury high rise near Times Square,Hell's Kitchen,1,100,10036,1,3
18345542,5.521460918,250,Apartment,Entire home/apt,7,1.5,Real Bed,strict,TRUE,NYC,t,f,90%,1/1/13,t,40.81250021,-73.95394711,Gorg Near Columbia & 15min train to Time Square,Harlem,71,88,10027,3,4
12158686,4.787491743,120,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,t,null,12/25/11,f,40.72858586,-73.98956926,"Large Bright Room, East Village Apt",East Village,0,null,10003,1,1
14141704,5.272999559,195,Apartment,Entire home/apt,6,1,Real Bed,flexible,TRUE,Boston,t,t,100%,6/13/14,t,42.29365744,-71.06819767,Lovely Modern Victorian Home,Dorchester,75,97,2124,2,3
565814,5.883322388,359,Apartment,Entire home/apt,6,2,Real Bed,strict,TRUE,SF,t,t,91%,8/12/13,f,37.78249011,-122.459082,Executive Rental 3/2 sleeps 6,Richmond District,139,97,94118,3,4
13373997,4.17438727,65,House,Private room,2,1,Real Bed,flexible,TRUE,LA,t,t,100%,6/24/14,f,34.09724698,-118.279276,Private Room blocks away from Sunset Juction,Los Feliz,24,95,90027,1,1
607781,4.369447852,79,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,null,4/13/14,f,40.77066328,-73.93484462,2 Bedroom Apartment By East River,Astoria,6,97,11102,1,1
13293403,3.80666249,45,Apartment,Private room,4,1.5,Real Bed,strict,FALSE,NYC,t,t,95%,11/7/13,f,40.68590583,-73.91344388,Large Room in Trendy Bushwick,Bushwick,17,75,11207,1,1
11216918,4.787491743,120,Other,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,1/26/15,f,34.02857122,-118.4192979,Three Room Suite by UCLA & Venice...It's PARADISE!,Mar Vista,51,97,90034,1,2
5763191,6.212606096,499,House,Entire home/apt,10,3,Real Bed,strict,TRUE,LA,t,t,100%,3/11/15,t,33.98833343,-118.4607912,Location! in Venice Beach- Contemporary 3B/2.5B,Venice,0,null,90291,3,3
18181482,4.248495242,70,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,f,100%,9/12/16,f,34.01819123,-118.4345642,The Wild Garden Dwell,Mar Vista,1,100,90066,1,1
17234700,4.382026635,80,House,Private room,2,1.5,Real Bed,flexible,FALSE,DC,t,f,null,5/20/16,f,38.92336255,-77.03589333,Great location 1BR in U St/AdMo/Columbia Heights,Columbia Heights,1,100,20009,1,1
13378044,4.605170186,100,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,100%,9/2/15,f,40.76888885,-73.95480331,Beautiful one bedroom near Central Park,Upper East Side,14,98,10021,1,1
13262184,4.007333185,55,Apartment,Private room,1,1.5,Real Bed,moderate,FALSE,SF,t,t,null,3/19/14,f,37.7769633,-122.4241326,Master bedroom at the heart of trendy Hayes Valley,Hayes Valley,1,100,94102,1,1
18946091,4.234106505,69,Apartment,Private room,2,1,Real Bed,strict,TRUE,Boston,t,f,100%,1/30/15,f,42.35942052,-71.1273318,Close to Harvard - Zen Room,Allston-Brighton,63,96,2134,1,1
5976821,4.787491743,120,Apartment,Entire home/apt,1,1,Real Bed,strict,FALSE,NYC,t,t,100%,2/14/16,f,40.76430211,-73.95944133,very clean & bright Upper East Side apartment,Upper East Side,0,null,10065,0,1
16936036,4.49980967,90,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,2/18/13,f,40.73298004,-73.876992,Elmhurst,Elmhurst,3,93,11373,1,1
18812330,3.912023005,50,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,f,null,7/30/15,f,40.67215338,-73.94280856,Private room in shared apt.,Crown Heights,2,100,11213,1,1
1931459,4.17438727,65,Apartment,Private room,2,1,Real Bed,moderate,TRUE,LA,t,f,100%,3/7/16,f,34.16530839,-118.3635987,North Hollywood Arts District Apartment,null,6,93,null,1,1
5328746,5.187385806,179,House,Entire home/apt,12,2,Real Bed,strict,TRUE,LA,t,t,100%,7/5/12,f,33.97667224,-118.0359829,Private House by Whittier College,Whittier,64,92,90602,4,7
3758669,3.912023005,50,Apartment,Private room,3,1,Real Bed,strict,TRUE,Chicago,t,t,100%,1/13/14,f,41.93139109,-87.71394957,Spacious Suite in an Eccentric Logan Square Duplex,Logan Square,0,null,60647,1,1
20785014,3.80666249,45,Apartment,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,11/27/13,f,34.09279086,-118.3411817,Cozy private room & private bathroom in LA,null,7,100,90038,1,1
20979336,4.605170186,100,Apartment,Private room,2,2,Real Bed,strict,TRUE,NYC,t,t,null,7/4/13,f,40.73897527,-74.00005486,"Room in Large Loft, Near The Highline",Chelsea,0,null,10011,1,1
749979,5.521460918,250,Apartment,Entire home/apt,6,1,Real Bed,moderate,TRUE,NYC,t,t,100%,5/18/17,f,40.58934436,-73.80054909,Seaside Nest #SeasideNestNYC,The Rockaways,20,100,11692,2,3
18306425,5.220355825,185,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,SF,t,t,null,6/6/12,f,37.79519814,-122.4214857,1 Br Charmer in Russian Hill,Nob Hill,4,100,94109,1,1
6102073,5.616771098,275,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,null,6/4/15,f,40.76216518,-73.96621542,"Perfect studio w/ Coutryard, piano!",Upper East Side,0,null,10022,0,1
14569881,5.192956851,180,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,null,7/17/12,f,40.68378682,-73.98312806,Rare Loft Apt in Heart of Brooklyn,Boerum Hill,2,100,11217,2,2
5242960,4.510859507,91,Apartment,Private room,2,2,Real Bed,moderate,TRUE,NYC,t,f,100%,5/1/17,t,40.70609162,-73.92828087,Sunny Spacious 1BR Yard Roof at GrattanHouse,Williamsburg,3,93,11237,1,1
8671156,5.347107531,210,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,SF,t,t,100%,7/10/13,f,37.78778828,-122.4439282,Modern Edwardian in Pacific Heights,Pacific Heights,161,96,94115,1,1
16418296,4.787491743,120,Apartment,Entire home/apt,2,1.5,Real Bed,strict,FALSE,NYC,t,f,0%,4/14/12,f,40.72338351,-73.9421443,Artist Duplex in Greenpoint,Greenpoint,0,null,11222,1,1
332208,4.905274778,135,Townhouse,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,f,90%,9/20/15,f,40.77859797,-73.9855403,CLASSIC GUEST ROOM - UWS Townhouse,Upper West Side,29,97,null,1,1
5812936,4.890349128,133,Apartment,Entire home/apt,6,1,Real Bed,flexible,FALSE,NYC,t,t,null,5/29/14,t,40.79876661,-73.93964421,Newly Renovated Sunny 2BR Apartment,East Harlem,0,null,10029,2,2
16004758,4.248495242,70,House,Private room,1,1.5,Real Bed,flexible,TRUE,LA,t,t,100%,5/5/12,f,34.17823633,-118.3919415,ROOMS IN ARTISTIC HOME IN NORTH HOLLYWOOD AREA,North Hollywood,1,100,91607,1,1
7494909,3.36729583,29,Apartment,Private room,2,1.5,Real Bed,moderate,TRUE,Chicago,t,t,97%,9/4/16,t,41.87736637,-87.71147161,1 room (A) in 3 bedrooms unit (3E),null,7,63,60624,1,1
19995707,5.438079309,230,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,NYC,t,t,80%,2/20/14,t,40.71969676,-73.99330537,Charming Nolita Apartment,Lower East Side,4,100,10002,1,1
16782326,3.401197382,30,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,t,100%,5/1/14,f,40.65158953,-73.96223994,Friendly and Cozy near the Park,Flatbush,0,null,11226,1,1
